"Freq [GHz]","dB(S(1,1)) []"
3.72,-2.31033053837509
3.725,-2.39388730332389
3.73,-2.48252051331606
3.735,-2.57661521212274
3.74,-2.67659106964047
3.745,-2.78290599681995
3.75,-2.89606020600995
3.755,-3.01660078534724
3.76,-3.14512686981882
3.765,-3.28229550932227
3.77,-3.42882835662345
3.775,-3.58551932714918
3.78,-3.75324342022022
3.785,-3.93296694060396
3.79,-4.12575942427126
3.795,-4.33280765873405
3.8,-4.55543230444967
3.805,-4.79510778108907
3.81,-5.05348629771406
3.815,-5.33242720357536
3.82,-5.63403325269925
3.825,-5.96069596562459
3.83,-6.31515312011461
3.835,-6.70056264215677
3.84,-7.12059901223246
3.845,-7.57958110053224
3.85,-8.08264469194475
3.855,-8.63597989196185
3.86,-9.24716498474727
3.865,-9.92564764392722
3.87,-10.6834585305644
3.875,-11.5363053806413
3.88,-12.5053185936702
3.885,-13.6199746592365
3.89,-14.9232972360305
3.895,-16.4818565271575
3.9,-18.4070874876963
3.905,-20.9078637238049
3.91,-24.4526635235024
3.915,-30.5188659884831
3.92,-45.4313676631312
3.925,-29.9910524485172
3.93,-24.2287364422025
3.935,-20.8086967235111
3.94,-18.3853207253569
3.945,-16.5178423704328
3.95,-15.0066653933332
3.955,-13.7442860979618
3.96,-12.6660570027402
3.965,-11.7299916029177
3.97,-10.9072164750278
3.975,-10.1769757673084
3.98,-9.52381024561084
3.985,-8.93586628531379
3.99,-8.40383225118118
3.995,-7.92024242191347
4,-7.47900599203494
4.005,-7.07507913742267
4.01,-6.70423094920922
4.015,-6.36287267039436
4.02,-6.0479306583995
4.025,-5.75675019829967
4.03,-5.48702149927723
4.035,-5.23672191767071
4.04,-5.00407023666756
4.045,-4.78749003443148
4.05,-4.58557999560538
4.055,-4.39708959428984
4.06,-4.22089898165954
4.065,-4.05600220156481
4.07,-3.90149306796011
4.075,-3.75655319247278
4.08,-3.62044176501757
4.085,-3.49248677624544
4.09,-3.37207743561086
4.095,-3.25865758849011
4.1,-3.15171997405055
4.105,-3.05080119532509
4.11,-2.95547729627427
4.115,-2.86535985906409
4.12,-2.78009254948447
4.125,-2.69934805023922
4.13,-2.6228253313899
4.135,-2.55024721502241
4.14,-2.48135819759627
4.145,-2.4159224987167
4.15,-2.3537223094619
4.155,-2.29455621707132
4.16,-2.23823778589257
4.165,-2.18459427709934
4.17,-2.1334654919163
4.175,-2.08470272498559
4.18,-2.0381678161393
4.185,-1.99373229024495
4.19,-1.9512765760048
4.195,-1.91068929564233
4.2,-1.8718666183253
4.205,-1.8347116709745
4.21,-1.79913400080774
4.215,-1.76504908458263
4.22,-1.73237788004217
4.225,-1.70104641554354
4.23,-1.67098541427151
4.235,-1.64212994980974
4.24,-1.614419130174
4.245,-1.58779580770417
4.25,-1.56220631247262
4.255,-1.53760020709912
4.26,-1.51393006106931
4.265,-1.49115124283896
4.27,-1.46922172817172
4.275,-1.44810192330621
4.28,-1.4277545016811
4.285,-1.40814425306594
4.29,-1.3892379440528
4.295,-1.37100418895987
4.3,-1.35341333028467
4.305,-1.33643732792323
4.31,-1.32004965644117
4.315,-1.30422520974702
4.32,-1.28894021257492
4.325,-1.27417213823611
4.33,-1.25989963214575
4.335,-1.24610244067352
4.34,-1.23276134490623
4.345,-1.21985809894429
4.35,-1.20737537238693
4.355,-1.19529669668915
4.36,-1.18360641510007
4.365,-1.17228963591594
4.37,-1.16133218880327
4.375,-1.15072058396709
4.38,-1.14044197395721
4.385,-1.1304841179228
4.39,-1.12083534813935
4.395,-1.11148453864714
4.4,-1.10242107585211
4.405,-1.09363483095194
4.41,-1.08511613406066
4.415,-1.07685574991458
4.42,-1.06884485505169
4.425,-1.06107501636427
4.43,-1.05353817093226
4.435,-1.04622660705178
4.44,-1.03913294637945
4.445,-1.03225012711885
4.45,-1.02557138818114
4.455,-1.0190902542564
4.46,-1.01280052173707
4.465,-1.00669624543875
4.47,-1.00077172606805
4.475,-0.995021498389852
4.48,-0.989440320050497
4.485,-0.984023161016051
4.49,-0.978765193587343
4.495,-0.973661782956826
4.5,-0.968708478273811
