"Freq [GHz]","dB(St(1,1)) []"
3.0475,-0.146874135747774
3.04875,-0.147233419816129
3.05,-0.147594376293096
3.05125,-0.147957014537075
3.0525,-0.148321343970858
3.05375,-0.148687374082152
3.055,-0.149055114424125
3.05625,-0.149424574615948
3.0575,-0.149795764343347
3.05875,-0.150168693359144
3.06,-0.150543371483833
3.06125,-0.150919808606136
3.0625,-0.151298014683576
3.06375,-0.151677999743046
3.065,-0.152059773881399
3.06625,-0.152443347266037
3.0675,-0.152828730135489
3.06875,-0.153215932800021
3.07,-0.153604965642234
3.07125,-0.153995839117685
3.0725,-0.154388563755487
3.07375,-0.154783150158932
3.075,-0.155179609006138
3.07625,-0.15557795105066
3.0775,-0.155978187122147
3.07875,-0.156380328126965
3.08,-0.156784385048879
3.08125,-0.157190368949692
3.0825,-0.157598290969919
3.08375,-0.158008162329443
3.085,-0.158419994328227
3.08625,-0.158833798346957
3.0875,-0.159249585847766
3.08875,-0.159667368374923
3.09,-0.160087157555524
3.09125,-0.160508965100233
3.0925,-0.160932802803974
3.09375,-0.161358682546673
3.095,-0.161786616293986
3.09625,-0.162216616098042
3.0975,-0.162648694098194
3.09875,-0.163082862521771
3.1,-0.16351913368484
3.10125,-0.163957519992979
3.1025,-0.16439803394206
3.10375,-0.164840688119029
3.105,-0.165285495202701
3.10625,-0.165732467964568
3.1075,-0.166181619269604
3.10875,-0.16663296207708
3.11,-0.167086509441404
3.11125,-0.167542274512941
3.1125,-0.168000270538865
3.11375,-0.168460510864009
3.115,-0.168923008931729
3.11625,-0.169387778284763
3.1175,-0.169854832566124
3.11875,-0.170324185519971
3.12,-0.170795850992519
3.12125,-0.171269842932937
3.1225,-0.171746175394261
3.12375,-0.172224862534324
3.125,-0.172705918616684
3.12625,-0.173189358011569
3.1275,-0.173675195196827
3.12875,-0.174163444758893
3.13,-0.174654121393754
3.13125,-0.175147239907941
3.1325,-0.175642815219505
3.13375,-0.176140862359038
3.135,-0.176641396470674
3.13625,-0.177144432813121
3.1375,-0.177649986760679
3.13875,-0.178158073804304
3.14,-0.17866870955265
3.14125,-0.179181909733138
3.1425,-0.179697690193038
3.14375,-0.180216066900556
3.145,-0.18073705594593
3.14625,-0.18126067354254
3.1475,-0.181786936028049
3.14875,-0.182315859865511
3.15,-0.182847461644533
3.15125,-0.183381758082442
3.1525,-0.183918766025437
3.15375,-0.184458502449783
3.155,-0.185000984463012
3.15625,-0.185546229305117
3.1575,-0.186094254349787
3.15875,-0.186645077105635
3.16,-0.187198715217447
3.16125,-0.187755186467444
3.1625,-0.188314508776547
3.16375,-0.188876700205682
3.165,-0.189441778957062
3.16625,-0.190009763375518
3.1675,-0.190580671949823
3.16875,-0.191154523314029
3.17,-0.191731336248835
3.17125,-0.192311129682954
3.1725,-0.192893922694503
3.17375,-0.193479734512401
3.175,-0.194068584517792
3.17625,-0.19466049224547
3.1775,-0.195255477385349
3.17875,-0.195853559783886
3.18,-0.196454759445606
3.18125,-0.197059096534569
3.1825,-0.197666591375886
3.18375,-0.198277264457264
3.185,-0.198891136430522
3.18625,-0.199508228113188
3.1875,-0.200128560490053
3.18875,-0.200752154714772
3.19,-0.201379032111491
3.19125,-0.202009214176457
3.1925,-0.202642722579691
3.19375,-0.203279579166639
3.195,-0.203919805959864
3.19625,-0.204563425160756
3.1975,-0.20521045915125
3.19875,-0.205860930495563
3.2,-0.206514861941968
3.20125,-0.207172276424578
3.2025,-0.20783319706513
3.20375,-0.208497647174815
3.205,-0.209165650256138
3.20625,-0.209837230004753
3.2075,-0.210512410311356
3.20875,-0.211191215263604
3.21,-0.211873669148016
3.21125,-0.21255979645194
3.2125,-0.213249621865518
3.21375,-0.213943170283669
3.215,-0.214640466808113
3.21625,-0.215341536749402
3.2175,-0.216046405628989
3.21875,-0.216755099181296
3.22,-0.217467643355834
3.22125,-0.218184064319329
3.2225,-0.218904388457874
3.22375,-0.219628642379117
3.225,-0.220356852914459
3.22625,-0.221089047121283
3.2275,-0.221825252285212
3.22875,-0.222565495922393
3.23,-0.223309805781794
3.23125,-0.224058209847551
3.2325,-0.224810736341322
3.23375,-0.225567413724668
3.235,-0.226328270701488
3.23625,-0.227093336220436
3.2375,-0.227862639477413
3.23875,-0.228636209918068
3.24,-0.22941407724031
3.24125,-0.230196271396881
3.2425,-0.230982822597941
3.24375,-0.23177376131369
3.245,-0.232569118277005
3.24625,-0.233368924486143
3.2475,-0.234173211207426
3.24875,-0.234982009978005
3.25,-0.235795352608628
3.25125,-0.236613271186451
3.2525,-0.23743579807787
3.25375,-0.238262965931418
3.255,-0.23909480768065
3.25625,-0.239931356547097
3.2575,-0.240772646043249
3.25875,-0.241618709975564
3.26,-0.242469582447517
3.26125,-0.243325297862685
3.2625,-0.244185890927877
3.26375,-0.245051396656288
3.265,-0.245921850370696
3.26625,-0.246797287706699
3.2675,-0.247677744615998
3.26875,-0.248563257369703
3.27,-0.249453862561688
3.27125,-0.250349597111988
3.2725,-0.251250498270231
3.27375,-0.25215660361913
3.275,-0.253067951077975
3.27625,-0.253984578906225
3.2775,-0.254906525707094
3.27875,-0.255833830431204
3.28,-0.256766532380286
3.28125,-0.257704671210904
3.2825,-0.25864828693826
3.28375,-0.259597419940007
3.285,-0.260552110960135
3.28625,-0.261512401112895
3.2875,-0.262478331886771
3.28875,-0.263449945148506
3.29,-0.264427283147167
3.29125,-0.265410388518276
3.2925,-0.266399304287983
3.29375,-0.267394073877282
3.295,-0.268394741106294
3.29625,-0.269401350198605
3.2975,-0.270413945785633
3.29875,-0.271432572911084
3.3,-0.272457277035449
3.30125,-0.273488104040523
3.3025,-0.274525100234063
3.30375,-0.275568312354406
3.305,-0.276617787575227
3.30625,-0.277673573510301
3.3075,-0.278735718218365
3.30875,-0.279804270208005
3.31,-0.280879278442636
3.31125,-0.281960792345531
3.3125,-0.283048861804905
3.31375,-0.284143537179084
3.315,-0.285244869301726
3.31625,-0.286352909487113
3.3175,-0.287467709535501
3.31875,-0.288589321738556
3.32,-0.28971779888485
3.32125,-0.290853194265417
3.3225,-0.29199556167941
3.32375,-0.293144955439787
3.325,-0.294301430379117
3.32625,-0.29546504185543
3.3275,-0.296635845758146
3.32875,-0.297813898514093
3.33,-0.298999257093597
3.33125,-0.300191979016652
3.3325,-0.301392122359154
3.33375,-0.302599745759251
3.335,-0.303814908423738
3.33625,-0.305037670134568
3.3375,-0.306268091255421
3.33875,-0.307506232738379
3.34,-0.308752156130675
3.34125,-0.310005923581549
3.3425,-0.311267597849166
3.34375,-0.312537242307649
3.345,-0.3138149209542
3.34625,-0.315100698416311
3.3475,-0.316394639959066
3.34875,-0.317696811492557
3.35,-0.319007279579377
3.35125,-0.320326111442232
3.3525,-0.321653374971642
3.35375,-0.322989138733743
3.355,-0.324333471978216
3.35625,-0.325686444646293
3.3575,-0.327048127378882
3.35875,-0.328418591524804
3.36,-0.329797909149157
3.36125,-0.331186153041744
3.3625,-0.332583396725672
3.36375,-0.333989714466031
3.365,-0.335405181278703
3.36625,-0.33682987293929
3.3675,-0.338263865992159
3.36875,-0.33970723775962
3.37,-0.341160066351221
3.37125,-0.34262243067317
3.3725,-0.344094410437886
3.37375,-0.345576086173692
3.375,-0.347067539234623
3.37625,-0.348568851810389
3.3775,-0.350080106936447
3.37875,-0.351601388504255
3.38,-0.353132781271622
3.38125,-0.354674370873228
3.3825,-0.35622624383129
3.38375,-0.357788487566358
3.385,-0.359361190408297
3.38625,-0.360944441607363
3.3875,-0.362538331345505
3.38875,-0.364142950747765
3.39,-0.365758391893884
3.39125,-0.36738474783002
3.3925,-0.369022112580691
3.39375,-0.370670581160844
3.395,-0.372330249588094
3.39625,-0.374001214895162
3.3975,-0.375683575142473
3.39875,-0.377377429430926
3.4,-0.37908287791487
3.40125,-0.380800021815228
3.4025,-0.382528963432845
3.40375,-0.384269806162003
3.405,-0.386022654504137
3.40625,-0.387787614081753
3.4075,-0.389564791652525
3.40875,-0.391354295123623
3.41,-0.393156233566233
3.41125,-0.394970717230276
3.4125,-0.396797857559368
3.41375,-0.398637767205958
3.415,-0.40049056004672
3.41625,-0.402356351198159
3.4175,-0.404235257032427
3.41875,-0.406127395193392
3.42,-0.408032884612927
3.42125,-0.409951845527448
3.4225,-0.41188439949468
3.42375,-0.413830669410685
3.425,-0.415790779527127
3.42625,-0.417764855468801
3.4275,-0.419753024251416
3.42875,-0.421755414299632
3.43,-0.423772155465385
3.43125,-0.425803379046466
3.4325,-0.42784921780538
3.43375,-0.429909805988487
3.435,-0.431985279345425
3.43625,-0.434075775148837
3.4375,-0.436181432214362
3.43875,-0.438302390920966
3.44,-0.440438793231542
3.44125,-0.442590782713839
3.4425,-0.444758504561703
3.44375,-0.446942105616631
3.445,-0.449141734389668
3.44625,-0.451357541083606
3.4475,-0.45358967761556
3.44875,-0.455838297639831
3.45,-0.45810355657119
3.45125,-0.460385611608441
3.4525,-0.4626846217584
3.45375,-0.465000747860213
3.455,-0.467334152610045
3.45625,-0.469685000586172
3.4575,-0.472053458274435
3.45875,-0.47443969409408
3.46,-0.476843878424032
3.46125,-0.479266183629547
3.4625,-0.481706784089263
3.46375,-0.484165856222716
3.465,-0.486643578518244
3.46625,-0.489140131561334
3.4675,-0.491655698063428
3.46875,-0.494190462891148
3.47,-0.496744613096016
3.47125,-0.499318337944603
3.4725,-0.501911828949173
3.47375,-0.504525279898809
3.475,-0.507158886891015
3.47625,-0.509812848363827
3.4775,-0.512487365128434
3.47875,-0.515182640402305
3.48,-0.517898879842856
3.48125,-0.520636291581634
3.4825,-0.523395086259067
3.48375,-0.526175477059741
3.485,-0.528977679748267
3.48625,-0.531801912705704
3.4875,-0.534648396966573
3.48875,-0.53751735625647
3.49,-0.540409017030272
3.49125,-0.543323608510972
3.4925,-0.54626136272912
3.49375,-0.549222514562936
3.495,-0.552207301779045
3.49625,-0.555215965073869
3.4975,-0.55824874811573
3.49875,-0.561305897587581
3.5,-0.564387663230498
3.50125,-0.567494297887826
3.5025,-0.57062605755009
3.50375,-0.573783201400615
3.505,-0.576965991861911
3.50625,-0.580174694642822
3.5075,-0.583409578786433
3.50875,-0.586670916718796
3.51,-0.589958984298447
3.51125,-0.593274060866743
3.5125,-0.596616429299042
3.51375,-0.599986376056729
3.515,-0.60338419124011
3.51625,-0.606810168642196
3.5175,-0.61026460580337
3.51875,-0.613747804067008
3.52,-0.617260068635967
3.52125,-0.620801708630093
3.5225,-0.624373037144669
3.52375,-0.627974371309827
3.525,-0.631606032351002
3.52625,-0.635268345650399
3.5275,-0.63896164080948
3.52875,-0.642686251712553
3.53,-0.646442516591403
3.53125,-0.650230778091058
3.5325,-0.654051383336667
3.53375,-0.657904684001503
3.535,-0.661791036376189
3.53625,-0.665710801439029
3.5375,-0.669664344927637
3.53875,-0.673652037411743
3.54,-0.677674254367274
3.54125,-0.681731376251729
3.5425,-0.685823788580832
3.54375,-0.689951882006546
3.545,-0.694116052396445
3.54625,-0.698316700914425
3.5475,-0.702554234102889
3.54875,-0.706829063966323
3.55,-0.711141608056336
3.55125,-0.715492289558254
3.5525,-0.71988153737913
3.55375,-0.724309786237423
3.555,-0.728777476754167
3.55625,-0.733285055545792
3.5575,-0.737832975318613
3.55875,-0.742421694964933
3.56,-0.747051679660912
3.56125,-0.751723400966143
3.5625,-0.756437336925043
3.56375,-0.761193972170008
3.565,-0.765993798026445
3.56625,-0.770837312619699
3.5675,-0.775725020983869
3.56875,-0.780657435172599
3.57,-0.785635074371885
3.57125,-0.790658465014888
3.5725,-0.795728140898848
3.57375,-0.800844643304108
3.575,-0.806008521115308
3.57625,-0.811220330944784
3.5775,-0.816480637258203
3.57875,-0.821790012502493
3.58,-0.827149037236168
3.58125,-0.832558300261946
3.5825,-0.838018398761895
3.58375,-0.843529938434995
3.585,-0.849093533637288
3.58625,-0.854709807524585
3.5875,-0.860379392197824
3.58875,-0.866102928851107
3.59,-0.87188106792252
3.59125,-0.877714469247715
3.5925,-0.88360380221639
3.59375,-0.889549745931655
3.595,-0.895552989372428
3.59625,-0.901614231558811
3.5975,-0.907734181720609
3.59875,-0.913913559469038
3.6,-0.92015309497159
3.60125,-0.926453529130299
3.6025,-0.932815613763288
3.60375,-0.939240111789798
3.605,-0.945727797418743
3.60625,-0.952279456340807
3.6075,-0.958895885924228
3.60875,-0.965577895414297
3.61,-0.972326306136696
3.61125,-0.97914195170473
3.6125,-0.986025678230469
3.61375,-0.99297834454005
3.615,-1.00000082239306
3.61625,-1.00709399670614
3.6175,-1.01425876578097
3.61875,-1.02149604153659
3.62,-1.02880674974633
3.62125,-1.03619183027922
3.6225,-1.04365223734617
3.62375,-1.05118893975101
3.625,-1.0588029211463
3.62625,-1.06649518029422
3.6275,-1.07426673133263
3.62875,-1.08211860404626
3.63,-1.09005184414328
3.63125,-1.09806751353734
3.6325,-1.10616669063518
3.63375,-1.1143504706299
3.635,-1.12261996580011
3.63625,-1.13097630581495
3.6375,-1.13942063804525
3.63875,-1.14795412788082
3.64,-1.15657795905422
3.64125,-1.16529333397085
3.6425,-1.17410147404577
3.64375,-1.18300362004726
3.645,-1.19200103244727
3.64625,-1.20109499177906
3.6475,-1.21028679900188
3.64875,-1.21957777587324
3.65,-1.22896926532858
3.65125,-1.23846263186876
3.6525,-1.24805926195544
3.65375,-1.25776056441446
3.655,-1.26756797084758
3.65625,-1.2774829360526
3.6575,-1.28750693845211
3.65875,-1.29764148053113
3.66,-1.30788808928369
3.66125,-1.31824831666872
3.6625,-1.32872374007538
3.66375,-1.339315962798
3.665,-1.35002661452096
3.66625,-1.36085735181366
3.6675,-1.37180985863581
3.66875,-1.38288584685336
3.67,-1.39408705676523
3.67125,-1.4054152576411
3.6725,-1.41687224827058
3.67375,-1.42845985752395
3.675,-1.44017994492482
3.67625,-1.45203440123489
3.6775,-1.46402514905125
3.67875,-1.47615414341626
3.68,-1.48842337244064
3.68125,-1.50083485793984
3.6825,-1.51339065608404
3.68375,-1.52609285806225
3.685,-1.53894359076061
3.68625,-1.55194501745554
3.6875,-1.56509933852178
3.68875,-1.57840879215594
3.69,-1.59187565511577
3.69125,-1.60550224347563
3.6925,-1.61929091339848
3.69375,-1.63324406192497
3.695,-1.64736412777974
3.69625,-1.66165359219574
3.6975,-1.67611497975668
3.69875,-1.69075085925831
3.7,-1.7055638445889
3.70125,-1.72055659562933
3.7025,-1.73573181917353
3.70375,-1.75109226986948
3.705,-1.76664075118158
3.70625,-1.78238011637479
3.7075,-1.79831326952101
3.70875,-1.81444316652864
3.71,-1.83077281619552
3.71125,-1.84730528128603
3.7125,-1.86404367963316
3.71375,-1.88099118526589
3.715,-1.8981510295628
3.71625,-1.91552650243256
3.7175,-1.933120953522
3.71875,-1.95093779345249
3.72,-1.96898049508549
3.72125,-1.98725259481803
3.7225,-2.00575769390894
3.72375,-2.02449945983668
3.725,-2.04348162768976
3.72625,-2.06270800159053
3.7275,-2.08218245615336
3.72875,-2.10190893797832
3.73,-2.1218914671811
3.73125,-2.14213413896058
3.7325,-2.16264112520481
3.73375,-2.18341667613685
3.735,-2.20446512200143
3.73625,-2.22579087479382
3.7375,-2.24739843003203
3.73875,-2.26929236857384
3.74,-2.29147735847988
3.74125,-2.31395815692439
3.7425,-2.33673961215486
3.74375,-2.35982666550243
3.745,-2.38322435344444
